Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Shots,SoT,Yellows,Reds,Touches,Press,Tackles,Interceptions,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,Carries,Prog,Succ,Att,Report,Name
,,,,,,,,,,Santiago Sosa
Sun,MLS,Regular Season,Away,D 2–2,Atlanta Utd,NYCFC,N,"On matchday squad, but did not play",Match Report,Santiago Sosa
Sat,MLS,Regular Season,Home,L 0–3,Atlanta Utd,Austin FC,N,DM,9,0,0,0,0,0,0,0,0,8,1,0,0,1,0.0,0.0,0.0,0,0,3,7,42.9,0,3,0,0,0,Match Report,Santiago Sosa
Wed,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Real Salt Lake,N,DM,9,0,0,0,0,0,0,0,0,10,4,1,0,0,0.0,0.0,0.0,0,0,5,8,62.5,0,7,1,0,0,Match Report,Santiago Sosa
Sun,MLS,Regular Season,Home,D 1–1,Atlanta Utd,Orlando City,N,"On matchday squad, but did not play",Match Report,Santiago Sosa
Sat,MLS,Regular Season,Home,D 0–0,Atlanta Utd,FC Cincinnati,N,DM,11,0,0,0,0,0,0,0,0,7,1,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,1,7,2,0,0,Match Report,Emerson Hyndman
Sun,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Inter Miami,N,DM,15,0,0,0,0,1,1,0,0,18,5,0,1,1,0.0,0.0,0.0,0,0,12,15,80.0,0,15,1,0,0,Match Report,Emerson Hyndman
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,CF Montréal,N,"On matchday squad, but did not play",Match Report,Emerson Hyndman
Sat,MLS,Regular Season,Home,W 4–1,Atlanta Utd,Chicago Fire,N,AM,24,0,0,0,0,0,0,0,0,15,7,0,1,0,0.0,0.0,0.0,1,0,11,13,84.6,1,12,0,1,1,Match Report,Emerson Hyndman
Sun,MLS,Regular Season,Home,D 2–2,Atlanta Utd,New England,N,"AM,DM",20,0,0,0,0,0,0,0,0,15,6,1,0,0,0.0,0.0,0.0,0,0,11,14,78.6,0,14,1,1,1,Match Report,Emerson Hyndman
Sat,MLS,Regular Season,Away,D 2–2,Atlanta Utd,Nashville,N,DM,6,0,0,0,0,0,0,0,0,5,4,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,1,3,0,0,0,Match Report,Emerson Hyndman
Sat,MLS,Regular Season,Home,L 1–2,Atlanta Utd,Columbus Crew,N,DM,23,0,0,0,0,0,0,0,0,22,4,1,0,0,0.0,0.0,0.0,0,0,20,21,95.2,2,21,4,0,0,Match Report,Emerson Hyndman
Sun,MLS,Regular Season,Home,W 2–0,Atlanta Utd,Inter Miami,Y,DM,90,0,0,0,0,0,0,0,0,95,15,1,1,3,0.0,0.0,0.0,2,0,84,89,94.4,12,75,4,0,0,Match Report,Emerson Hyndman
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Toronto FC,Y,DM,81,0,0,0,0,0,0,0,0,53,11,3,4,2,0.0,0.0,0.0,3,0,39,43,90.7,3,34,1,0,0,Match Report,Emerson Hyndman
Thu,MLS,Regular Season,Away,L 1–2,Atlanta Utd,NY Red Bulls,N,CM,18,0,0,0,0,1,0,0,0,5,6,0,0,0,0.4,0.4,0.0,1,1,4,4,100.0,0,3,0,0,0,Match Report,Emerson Hyndman
Wed,Liga MX,Clausura 2022 Regular Season,Away,D 1–1,UANL,Santos,Y,CB,59,0,0,0,0,0,0,1,0,,,,0,,,,,,,,,,,,,,,Match Report,Juan José Sánchez
Sat,Liga MX,Clausura 2022 Regular Season,Home,L 0–2,UANL,Puebla,N,"On matchday squad, but did not play",Match Report,Juan José Sánchez
Sun,Liga MX,Clausura 2022 Regular Season,Away,W 2–1,UANL,UNAM,N,"On matchday squad, but did not play",Match Report,Juan José Sánchez
Sun,Liga MX,Clausura 2022 Regular Season,Home,W 4–3,UANL,Mazatlán,N,"On matchday squad, but did not play",Match Report,Juan José Sánchez
,,,,,,,,,,Juan José Sánchez
Sat,Liga MX,Clausura 2022 Regular Season,Away,W 3–0,UANL,León,N,"On matchday squad, but did not play",Match Report,Juan José Sánchez
,,,,,,,,,,Juan José Sánchez
Sun,Liga MX,Clausura 2022 Regular Season,Home,W 2–0,UANL,Tijuana,N,"On matchday squad, but did not play",Match Report,Juan José Sánchez
Thu,Liga MX,Clausura 2022 Regular Season,Away,L 1–2,UANL,Pachuca,N,"On matchday squad, but did not play",Match Report,Juan José Sánchez
Sun,Liga MX,Clausura 2022 Regular Season,Away,W 1–0,UANL,Querétaro,N,,13,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,Match Report,Juan José Sánchez
Sat,Liga MX,Clausura 2022 Regular Season,Home,W 3–0,UANL,Toluca,N,"On matchday squad, but did not play",Match Report,Juan José Sánchez
Tue,Liga MX,Clausura 2022 Regular Season,Away,L 0–2,UANL,Necaxa,Y,CB,90,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,Match Report,Juan José Sánchez
Sat,Liga MX,Clausura 2022 Regular Season,Home,L 0–2,UANL,América,Y,CB,73,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,Match Report,Juan José Sánchez
Sat,Liga MX,Clausura 2022 Regular Season,Away,D 1–1,UANL,Atlas,N,"On matchday squad, but did not play",Match Report,Juan José Sánchez
Thu,Liga MX,Quarter-finals,Away,W 1–0,UANL,Cruz Azul,N,"On matchday squad, but did not play",Match Report,Juan José Sánchez
Sun,Liga MX,Quarter-finals,Home,L 0–1,UANL,Cruz Azul,N,,4,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Juan José Sánchez
Wed,Liga MX,Semi-finals,Away,L 0–3,UANL,Atlas,N,"On matchday squad, but did not play",Match Report,Juan José Sánchez
Sat,Liga MX,Semi-finals,Home,W 4–2,UANL,Atlas,N,"On matchday squad, but did not play",Match Report,Juan José Sánchez
Sat,MLS,Regular Season,Home,L 0–3,Atlanta Utd,Austin FC,N,RB,24,0,0,0,0,0,0,0,0,14,2,0,0,0,0.0,0.0,0.0,0,0,11,13,84.6,1,7,2,0,0,Match Report,Juan José Sánchez
Wed,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Real Salt Lake,Y,CB,90,0,0,0,0,0,0,0,0,69,8,2,3,0,0.0,0.0,0.0,1,0,41,52,78.8,4,40,5,0,0,Match Report,Juan José Sánchez
Sun,MLS,Regular Season,Home,D 1–1,Atlanta Utd,Orlando City,Y,"CB,RB",90,1,0,0,0,2,1,0,0,70,8,1,1,1,0.4,0.4,0.0,0,0,54,58,93.1,7,49,8,0,0,Match Report,Juan José Sánchez
Sun,MLS,Regular Season,Home,W 3–1,Atlanta Utd,Sporting KC,N,"RW,FW,LW",65,1,0,0,0,3,1,0,0,24,12,0,0,1,0.9,0.9,0.0,3,1,9,14,64.3,2,18,4,1,1,Match Report,Dom Dwyer
Sat,MLS,Regular Season,Away,L 0–3,Atlanta Utd,Colorado Rapids,N,CM,19,0,0,0,0,0,0,1,0,5,4,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,0,Match Report,Dom Dwyer
Sun,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Charlotte FC,N,"On matchday squad, but did not play",Match Report,Dom Dwyer
Sat,MLS,Regular Season,Home,D 3–3,Atlanta Utd,CF Montréal,N,LW,3,0,0,0,0,1,0,0,1,2,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,Match Report,Dom Dwyer
,,,,,,,,,,Dom Dwyer
Sun,MLS,Regular Season,Away,L 0–1,Atlanta Utd,Charlotte FC,Y,FW,64,0,0,0,0,3,1,0,0,14,13,1,0,0,0.4,0.4,0.0,1,0,5,5,100.0,0,7,0,0,0,Match Report,Dom Dwyer
Sat,MLS,Regular Season,Home,D 0–0,Atlanta Utd,FC Cincinnati,N,FW,11,0,0,0,0,0,0,0,0,4,1,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,0,Match Report,Dom Dwyer
,,,,,,,,,,Dom Dwyer
Sat,MLS,Regular Season,Home,W 4–1,Atlanta Utd,Chicago Fire,N,"On matchday squad, but did not play",Match Report,Dom Dwyer
Sun,MLS,Regular Season,Home,D 2–2,Atlanta Utd,New England,N,FW,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Match Report,Dom Dwyer
Sat,MLS,Regular Season,Away,D 2–2,Atlanta Utd,Nashville,N,RW,17,1,0,0,0,1,1,0,0,5,0,0,0,0,0.8,0.8,0.0,0,0,1,2,50.0,0,3,0,0,0,Match Report,Dom Dwyer
Sat,MLS,Regular Season,Home,L 1–2,Atlanta Utd,Columbus Crew,N,"FW,WB",23,1,0,0,0,2,1,1,0,9,1,0,0,1,0.4,0.4,0.0,1,1,2,5,40.0,2,4,0,0,0,Match Report,Dom Dwyer
Sun,MLS,Regular Season,Home,W 2–0,Atlanta Utd,Inter Miami,N,LW,16,0,0,0,0,0,0,0,0,9,0,0,1,0,0.0,0.0,0.0,0,0,5,6,83.3,0,8,1,0,0,Match Report,Dom Dwyer
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Toronto FC,N,AM,10,0,0,0,0,0,0,0,0,9,2,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,2,5,1,0,0,Match Report,Dom Dwyer
Thu,MLS,Regular Season,Away,L 1–2,Atlanta Utd,NY Red Bulls,N,"On matchday squad, but did not play",Match Report,Dom Dwyer
Sun,MLS,Regular Season,Away,D 2–2,Atlanta Utd,NYCFC,N,FW,7,1,0,0,0,1,1,0,0,3,3,1,0,0,0.2,0.2,0.0,0,0,0,0,,0,1,0,0,0,Match Report,Dom Dwyer
Sat,MLS,Regular Season,Home,L 0–3,Atlanta Utd,Austin FC,N,"On matchday squad, but did not play",Match Report,Dom Dwyer
Wed,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Real Salt Lake,N,"On matchday squad, but did not play",Match Report,Dom Dwyer
Sun,MLS,Regular Season,Home,D 1–1,Atlanta Utd,Orlando City,N,FW,17,0,0,0,0,2,1,0,0,7,4,0,0,0,0.1,0.1,0.4,2,0,4,4,100.0,0,3,0,0,0,Match Report,Dom Dwyer
Sun,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Charlotte FC,N,RW,8,1,0,0,0,2,1,0,0,13,2,2,0,1,0.2,0.2,0.0,0,0,6,7,85.7,1,8,4,1,2,Match Report,Jake Mulraney
Sat,MLS,Regular Season,Home,D 3–3,Atlanta Utd,CF Montréal,N,"WB,RW",45,0,0,0,0,0,0,0,0,34,13,2,1,0,0.0,0.0,0.1,2,0,23,28,82.1,0,33,4,3,4,Match Report,Jake Mulraney
Sat,MLS,Regular Season,Away,W 1–0,Atlanta Utd,D.C. United,Y,RW,73,0,0,0,0,1,0,0,0,29,16,0,0,1,0.1,0.1,0.1,1,0,17,20,85.0,3,27,3,0,1,Match Report,Jake Mulraney
Sun,MLS,Regular Season,Away,L 0–1,Atlanta Utd,Charlotte FC,N,RW,31,0,0,0,0,0,0,0,0,9,11,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,0,6,1,0,1,Match Report,Jake Mulraney
Sat,MLS,Regular Season,Home,D 0–0,Atlanta Utd,FC Cincinnati,N,DM,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,4,1,0,0,Match Report,Jake Mulraney
Sun,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Inter Miami,N,LB,15,0,0,0,0,0,0,0,0,15,4,1,0,0,0.0,0.0,0.0,0,0,10,13,76.9,0,11,2,0,1,Match Report,Jake Mulraney
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,CF Montréal,N,LM,11,0,0,0,0,0,0,0,0,8,1,0,0,1,0.0,0.0,0.0,0,0,5,6,83.3,1,7,0,0,1,Match Report,Jake Mulraney
Sat,MLS,Regular Season,Away,L 1–4,Orlando City,CF Montréal,N,LW,34,0,0,0,0,0,0,0,0,16,9,2,0,1,0.0,0.0,0.0,0,0,8,12,66.7,1,10,2,0,0,Match Report,Jake Mulraney
Sat,MLS,Regular Season,Away,W 1–0,Orlando City,Toronto FC,N,LW,26,0,0,0,0,0,0,0,0,12,4,0,0,1,0.0,0.0,0.0,0,0,7,8,87.5,1,9,0,0,0,Match Report,Jake Mulraney
Sun,MLS,Regular Season,Away,D 2–2,Orlando City,Austin FC,N,WB,19,0,0,0,0,1,0,0,0,2,0,0,1,0,0.1,0.1,0.0,1,0,0,0,,0,1,0,0,0,Match Report,Jake Mulraney
Sat,MLS,Regular Season,Home,L 1–3,Orlando City,FC Dallas,Y,LW,56,0,0,0,0,1,0,0,0,30,8,1,0,0,0.0,0.0,0.0,3,0,18,22,81.8,1,24,5,0,1,Match Report,Jake Mulraney
Wed,MLS,Regular Season,Away,D 1–1,Orlando City,New England,Y,RW,71,0,0,0,0,1,0,1,0,40,9,1,0,1,0.0,0.0,0.2,2,0,24,30,80.0,2,35,2,0,1,Match Report,Jake Mulraney
Sat,MLS,Regular Season,Home,W 2–1,Orlando City,Houston Dynamo,Y,"LW,RW",64,0,0,0,0,4,0,0,0,26,5,0,0,0,0.2,0.2,0.0,1,0,13,20,65.0,0,16,4,1,1,Match Report,Jake Mulraney
Fri,MLS,Regular Season,Away,L 0–1,Orlando City,FC Cincinnati,Y,LW,45,0,0,0,0,1,1,0,0,28,9,3,0,0,0.1,0.1,0.0,0,0,14,19,73.7,2,18,2,0,0,Match Report,Jake Mulraney
Mon,MLS,Regular Season,Home,L 3–5,Orlando City,D.C. United,Y,WB,45,0,0,0,0,1,0,0,0,28,7,2,1,2,0.1,0.1,0.0,0,0,15,18,83.3,1,19,1,0,1,Match Report,Jake Mulraney
Sat,MLS,Regular Season,Home,W 1–0,Orlando City,Inter Miami,N,LM,21,0,0,0,0,0,0,0,0,11,4,0,0,0,0.0,0.0,0.0,0,0,8,10,80.0,1,9,2,0,0,Match Report,Jake Mulraney
Wed,MLS,Regular Season,Away,D 1–1,Orlando City,Colorado Rapids,N,"On matchday squad, but did not play",Match Report,Jake Mulraney
Sun,MLS,Regular Season,Away,D 1–1,Orlando City,Atlanta Utd,Y,LM,55,0,0,0,0,0,0,0,0,20,23,3,0,0,0.0,0.0,0.0,0,0,6,9,66.7,0,12,2,0,1,Match Report,Jake Mulraney
Thu,Friendlies (M),Friendlies (M),Neutral,L 0–3,ss South Sudan,uz Uzbekistan,Y,FW,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report,Machop Malual
Sun,MLS,Regular Season,Home,W 2–0,Atlanta Utd,Inter Miami,N,"On matchday squad, but did not play",Match Report,Machop Malual
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Toronto FC,N,RB,9,0,0,0,0,0,0,0,0,11,1,0,0,0,0.0,0.0,0.0,0,0,8,8,100.0,1,6,2,0,2,Match Report,Machop Malual
Thu,MLS,Regular Season,Away,L 1–2,Atlanta Utd,NY Red Bulls,N,"On matchday squad, but did not play",Match Report,Machop Malual
Sun,MLS,Regular Season,Away,D 2–2,Atlanta Utd,NYCFC,N,RB,17,0,0,0,0,0,0,0,0,15,3,1,1,0,0.0,0.0,0.0,0,0,11,13,84.6,2,8,0,0,0,Match Report,Machop Malual
Sat,MLS,Regular Season,Home,L 0–3,Atlanta Utd,Austin FC,N,RW,24,0,0,0,0,1,0,0,0,13,3,0,0,0,0.0,0.0,0.0,1,0,9,10,90.0,2,8,2,0,0,Match Report,Machop Malual
Wed,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Real Salt Lake,N,WB,14,0,0,0,0,1,0,0,0,14,4,2,2,0,0.1,0.1,0.0,0,0,5,7,71.4,1,6,1,0,0,Match Report,Machop Malual
Sun,MLS,Regular Season,Home,D 1–1,Atlanta Utd,Orlando City,N,"On matchday squad, but did not play",Match Report,Machop Malual
Sun,MLS,Regular Season,Home,W 3–1,Atlanta Utd,Sporting KC,N,"On matchday squad, but did not play",Match Report,Mikey Ambrose
Sat,MLS,Regular Season,Away,L 0–3,Atlanta Utd,Colorado Rapids,N,"On matchday squad, but did not play",Match Report,Mikey Ambrose
Sat,USL Champ,Regular Season,Away,L 0–1,Atlanta 2,Louisville City,Y,CB,90,0,0,0,0,0,0,0,0,,,,4,,,,,,,,,,,,,,,Match Report,Mikey Ambrose
,,,,,,,,,,Mikey Ambrose
Wed,USL Champ,Regular Season,Home,L 0–3,Atlanta 2,Tampa Bay,Y,CB,90,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,,Match Report,Mikey Ambrose
Sun,USL Champ,Regular Season,Home,W 4–1,Atlanta 2,Charleston,Y,LB,90,0,1,0,0,1,0,0,0,,,,1,,,,,,,,,,,,,,,Match Report,Mikey Ambrose
Sat,USL Champ,Regular Season,Away,W 2–1,Atlanta 2,Hartford,Y,CB,90,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,Match Report,Mikey Ambrose
Sat,USL Champ,Regular Season,Home,L 0–4,Atlanta 2,Detroit City,Y,CB,90,0,0,0,0,0,0,1,0,,,,3,,,,,,,,,,,,,,,Match Report,Mikey Ambrose
Sat,USL Champ,Regular Season,Away,L 1–2,Atlanta 2,Indy Eleven,Y,LB,90,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,Match Report,Mikey Ambrose
Sat,USL Champ,Regular Season,Away,L 0–4,Atlanta 2,Pittsburgh,Y,LM,90,0,0,0,0,2,1,0,0,,,,2,,,,,,,,,,,,,,,Match Report,Mikey Ambrose
Wed,USL Champ,Regular Season,Home,L 0–4,Atlanta 2,Louisville City,Y,LB,90,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,Match Report,Mikey Ambrose
Sun,MLS,Regular Season,Home,D 2–2,Atlanta Utd,New England,N,"On matchday squad, but did not play",Match Report,Mikey Ambrose
Sat,MLS,Regular Season,Away,D 2–2,Atlanta Utd,Nashville,N,"On matchday squad, but did not play",Match Report,Mikey Ambrose
Sat,MLS,Regular Season,Home,L 1–2,Atlanta Utd,Columbus Crew,N,LB,40,0,0,0,0,1,0,0,0,32,5,1,0,1,0.0,0.0,0.0,0,0,25,28,89.3,1,21,4,0,0,Match Report,Mikey Ambrose
Sun,MLS,Regular Season,Home,W 2–0,Atlanta Utd,Inter Miami,N,LB,6,0,0,0,0,0,0,0,0,8,2,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,0,6,0,0,0,Match Report,Mikey Ambrose
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Toronto FC,N,"On matchday squad, but did not play",Match Report,Mikey Ambrose
Thu,MLS,Regular Season,Away,L 1–2,Atlanta Utd,NY Red Bulls,N,"On matchday squad, but did not play",Match Report,Mikey Ambrose
Sun,MLS,Regular Season,Away,D 2–2,Atlanta Utd,NYCFC,N,"On matchday squad, but did not play",Match Report,Mikey Ambrose
Sat,MLS,Regular Season,Home,L 0–3,Atlanta Utd,Austin FC,N,"On matchday squad, but did not play",Match Report,Mikey Ambrose
Wed,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Real Salt Lake,N,"On matchday squad, but did not play",Match Report,Mikey Ambrose
Sun,MLS,Regular Season,Home,D 1–1,Atlanta Utd,Orlando City,N,"On matchday squad, but did not play",Match Report,Mikey Ambrose
Sun,MLS,Regular Season,Home,W 3–1,Atlanta Utd,Sporting KC,N,"On matchday squad, but did not play",Match Report,Jackson Conway
Sat,MLS,Regular Season,Away,L 0–3,Atlanta Utd,Colorado Rapids,N,"On matchday squad, but did not play",Match Report,Jackson Conway
Sat,USL Champ,Regular Season,Away,L 0–1,Atlanta 2,Louisville City,Y,FW,70,0,0,0,0,3,1,0,0,,,,1,,,,,,,,,,,,,,,Match Report,Jackson Conway
Wed,USL Champ,Regular Season,Home,L 0–1,Atlanta 2,Red Bulls II,Y,FW,66,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,,,Match Report,Jackson Conway
Wed,USL Champ,Regular Season,Home,L 0–3,Atlanta 2,Tampa Bay,Y,FW,73,0,0,0,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Jackson Conway
Sun,USL Champ,Regular Season,Home,W 4–1,Atlanta 2,Charleston,Y,FW,90,3,1,0,0,8,4,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Jackson Conway
Sat,MLS,Regular Season,Away,W 1–0,Atlanta Utd,D.C. United,N,FW,29,0,0,0,0,2,0,1,0,7,7,1,0,0,0.4,0.4,0.0,2,0,2,2,100.0,0,3,1,0,0,Match Report,Jackson Conway
Sun,MLS,Regular Season,Away,L 0–1,Atlanta Utd,Charlotte FC,N,"On matchday squad, but did not play",Match Report,Jackson Conway
Sat,USL Champ,Regular Season,Away,L 1–2,Atlanta 2,Indy Eleven,Y,FW,90,1,0,0,0,2,1,0,0,,,,1,,,,,,,,,,,,,,,Match Report,Jackson Conway
Sun,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Inter Miami,N,DM,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,4,1,0,0,Match Report,Jackson Conway
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,CF Montréal,N,RM,6,0,0,0,0,1,0,0,0,2,0,0,0,0,0.2,0.2,0.0,0,0,0,0,,0,0,0,0,0,Match Report,Jackson Conway
,,,,,,,,,,Jackson Conway
Sun,MLS,Regular Season,Home,D 2–2,Atlanta Utd,New England,N,"On matchday squad, but did not play",Match Report,Jackson Conway
Sat,MLS,Regular Season,Away,D 2–2,Atlanta Utd,Nashville,N,"On matchday squad, but did not play",Match Report,Jackson Conway
Fri,USL Champ,Regular Season,Home,D 0–0,Atlanta 2,Orange County,Y,FW,90,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Jackson Conway
Wed,USL Champ,Regular Season,Home,L 3–4,Atlanta 2,RGV Toros,Y,FW,89,0,0,0,0,3,1,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Jackson Conway
,,,,,,,,,,Jackson Conway
Sat,USL Champ,Regular Season,Home,W 2–0,Atlanta 2,Loudoun Utd,Y,FW,90,0,0,0,0,3,1,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Jackson Conway
Sat,USL Champ,Regular Season,Home,L 0–3,Atlanta 2,Hartford,Y,FW,82,0,0,0,0,4,2,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Jackson Conway
Sat,USL Champ,Regular Season,Away,L 1–3,Atlanta 2,Oakland Roots SC,Y,FW,69,0,0,0,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Jackson Conway
Wed,USL Champ,Regular Season,Away,W 4–3,Atlanta 2,Charleston,Y,FW,74,2,0,0,0,6,4,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Jackson Conway
Sat,USL Champ,Regular Season,Home,D 2–2,Atlanta 2,El Paso,Y,FW,71,0,0,0,0,3,1,1,0,,,,0,,,,,,,,,,,,,,,Match Report,Jackson Conway
Wed,USL Champ,Regular Season,Home,D 3–3,Atlanta 2,Birmingham,Y,FW,90,0,0,0,0,4,1,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Jackson Conway
Sat,USL Champ,Regular Season,Away,L 1–2,Atlanta 2,FC Tulsa,Y,FW,90,0,0,0,0,4,1,0,0,,,,1,,,,,,,,,,,,,,,Match Report,Jackson Conway
Sat,USL Champ,Regular Season,Away,L 0–5,Atlanta 2,San Antonio,Y,FW,61,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Jackson Conway
Sun,MLS,Regular Season,Home,W 3–1,Atlanta Utd,Sporting KC,N,"On matchday squad, but did not play",Match Report,Dylan Castanheira
Wed,USL Champ,Regular Season,Home,L 0–3,Atlanta 2,Tampa Bay,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,Dylan Castanheira
Sun,USL Champ,Regular Season,Home,W 4–1,Atlanta 2,Charleston,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Match Report,Dylan Castanheira
Sat,USL Champ,Regular Season,Away,L 0–1,Atlanta 2,Louisville City,Y,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,,,Match Report,Noah Cobb
Wed,USL Champ,Regular Season,Home,L 0–1,Atlanta 2,Red Bulls II,Y,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,,,Match Report,Noah Cobb
Wed,USL Champ,Regular Season,Home,L 0–3,Atlanta 2,Tampa Bay,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,Match Report,Noah Cobb
Sun,USL Champ,Regular Season,Home,W 4–1,Atlanta 2,Charleston,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Match Report,Noah Cobb
Sat,USL Champ,Regular Season,Away,W 2–1,Atlanta 2,Hartford,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,Match Report,Noah Cobb
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,CF Montréal,N,"On matchday squad, but did not play",Match Report,Noah Cobb
Wed,USL Champ,Regular Season,Home,L 0–4,Atlanta 2,Louisville City,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,,,Match Report,Noah Cobb
Sat,USL Champ,Regular Season,Away,L 1–3,Atlanta 2,Detroit City,Y,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,,,Match Report,Noah Cobb
Fri,USL Champ,Regular Season,Home,D 0–0,Atlanta 2,Orange County,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,,,Match Report,Noah Cobb
,,,,,,,,,,Noah Cobb
Sat,USL Champ,Regular Season,Home,W 2–0,Atlanta 2,Loudoun Utd,N,,27,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,,Match Report,Noah Cobb
Sat,USL Champ,Regular Season,Home,L 0–3,Atlanta 2,Hartford,Y,CB,90,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,,,Match Report,Noah Cobb
Sat,USL Champ,Regular Season,Away,L 1–3,Atlanta 2,Oakland Roots SC,Y,CB,90,0,0,0,0,0,0,0,0,1,4,0,0,1,2,0,,,Match Report,Noah Cobb
Wed,USL Champ,Regular Season,Away,W 4–3,Atlanta 2,Charleston,Y,CB,90,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,,,Match Report,Noah Cobb
Sat,USL Champ,Regular Season,Home,D 2–2,Atlanta 2,El Paso,Y,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,Match Report,Noah Cobb
Wed,USL Champ,Regular Season,Home,D 3–3,Atlanta 2,Birmingham,Y,CB,90,0,0,0,0,0,0,0,0,2,1,0,0,2,2,0,,,Match Report,Noah Cobb
Sat,USL Champ,Regular Season,Away,L 1–2,Atlanta 2,FC Tulsa,Y,CB,87,0,0,0,0,0,0,2,1,2,0,0,0,2,2,0,,,Match Report,Noah Cobb
Sat,USL Champ,Regular Season,Away,L 0–1,Atlanta 2,Louisville City,N,"On matchday squad, but did not play",Match Report,Justin Garces
Wed,USL Champ,Regular Season,Home,L 0–1,Atlanta 2,Red Bulls II,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,Justin Garces
Wed,USL Champ,Regular Season,Home,L 0–3,Atlanta 2,Tampa Bay,N,"On matchday squad, but did not play",Match Report,Justin Garces
Sun,USL Champ,Regular Season,Home,W 4–1,Atlanta 2,Charleston,N,"On matchday squad, but did not play",Match Report,Justin Garces
