Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Shots,SoT,Yellows,Reds,Touches,Press,Tackles,Interceptions,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,Carries,Prog,Succ,Att,Report,Name
Sat,MLS,Regular Season,Away,W 1–0,Atlanta Utd,D.C. United,Y,LW,89,0,0,0,0,2,1,1,0,61,21,1,0,1,0.1,0.1,0.3,3,0,42,51,82.4,3,52,8,0,1,Match Report,Thiago Almada
Sun,MLS,Regular Season,Away,L 0–1,Atlanta Utd,Charlotte FC,Y,"LW,AM",90,0,0,0,0,3,1,0,0,69,22,2,2,0,0.1,0.1,0.4,6,0,52,59,88.1,5,60,8,0,0,Match Report,Thiago Almada
Sat,MLS,Regular Season,Home,D 0–0,Atlanta Utd,FC Cincinnati,Y,"RW,LW",90,0,0,0,0,5,2,1,0,67,14,1,0,0,0.5,0.5,0.0,4,0,44,55,80.0,3,50,7,3,4,Match Report,Thiago Almada
Sun,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Inter Miami,Y,"RW,LW",90,0,0,0,0,5,1,0,0,65,11,1,0,1,0.7,0.7,0.2,4,0,49,55,89.1,9,47,10,0,1,Match Report,Thiago Almada
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,CF Montréal,Y,"AM,CM",90,0,0,0,0,2,1,0,0,77,15,0,2,0,0.1,0.1,0.2,5,0,56,69,81.2,11,63,16,3,3,Match Report,Thiago Almada
Sat,MLS,Regular Season,Home,W 4–1,Atlanta Utd,Chicago Fire,Y,"AM,LW",90,0,1,0,0,2,0,0,0,74,12,1,0,1,0.1,0.1,0.3,4,1,59,67,88.1,6,59,9,0,1,Match Report,Thiago Almada
Sun,MLS,Regular Season,Home,D 2–2,Atlanta Utd,New England,Y,"RW,LW",90,1,1,0,0,5,3,0,0,88,11,0,1,2,0.2,0.2,0.7,9,1,58,73,79.5,6,76,15,2,5,Match Report,Thiago Almada
Sat,MLS,Regular Season,Away,D 2–2,Atlanta Utd,Nashville,Y,"AM,RW,DM",90,1,0,0,0,2,1,0,0,42,13,0,1,0,0.5,0.5,0.1,4,1,29,37,78.4,5,39,7,1,2,Match Report,Thiago Almada
Sat,MLS,Regular Season,Home,L 1–2,Atlanta Utd,Columbus Crew,Y,"AM,CM",89,0,0,0,0,2,1,0,1,63,10,0,0,0,0.1,0.1,0.1,3,0,45,56,80.4,8,57,10,1,2,Match Report,Thiago Almada
,,,,,,,,,,Thiago Almada
Sun,MLS,Regular Season,Away,D 2–2,Atlanta Utd,NYCFC,Y,"AM,DM",83,0,1,0,0,0,0,0,0,61,19,0,0,2,0.0,0.0,0.4,6,2,43,51,84.3,4,47,3,0,0,Match Report,Thiago Almada
Sat,MLS,Regular Season,Home,L 0–3,Atlanta Utd,Austin FC,Y,"AM,DM",90,0,0,0,0,5,0,0,0,79,14,0,0,1,0.2,0.2,0.0,7,0,52,65,80.0,4,70,14,6,9,Match Report,Thiago Almada
Wed,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Real Salt Lake,Y,AM,70,0,1,0,0,2,1,0,0,75,12,1,2,0,0.2,0.2,0.5,7,1,56,68,82.4,4,52,8,0,1,Match Report,Thiago Almada
Sun,MLS,Regular Season,Home,D 1–1,Atlanta Utd,Orlando City,N,DM,31,0,1,0,0,1,0,0,0,33,5,0,1,0,0.1,0.1,0.5,5,1,25,30,83.3,2,25,5,0,1,Match Report,Thiago Almada
Sun,MLS,Regular Season,Home,W 3–1,Atlanta Utd,Sporting KC,Y,RW,25,1,0,0,0,2,1,0,0,13,5,1,0,0,0.4,0.4,0.0,0,0,3,7,42.9,0,10,1,0,0,Match Report,Luiz Araújo
,,,,,,,,,,Luiz Araújo
Sat,MLS,Regular Season,Home,D 0–0,Atlanta Utd,FC Cincinnati,N,RW,17,0,0,0,0,2,0,0,0,18,4,0,0,0,0.1,0.1,0.5,3,0,11,14,78.6,3,17,5,0,0,Match Report,Luiz Araújo
Sun,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Inter Miami,N,RW,29,0,0,0,0,2,0,0,0,25,4,1,1,1,0.1,0.1,0.0,0,0,15,17,88.2,1,23,5,3,3,Match Report,Luiz Araújo
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,CF Montréal,Y,RW,79,0,0,0,0,2,0,0,0,46,15,0,0,0,0.1,0.1,0.0,1,0,25,37,67.6,2,31,5,0,0,Match Report,Luiz Araújo
Sat,MLS,Regular Season,Home,W 4–1,Atlanta Utd,Chicago Fire,Y,RW,90,0,1,0,0,2,0,1,0,60,18,2,0,0,0.3,0.3,0.3,5,1,35,45,77.8,4,48,8,3,3,Match Report,Luiz Araújo
Sun,MLS,Regular Season,Home,D 2–2,Atlanta Utd,New England,Y,"LW,RW,FW",90,1,0,0,0,10,2,0,0,57,13,2,0,1,0.8,0.8,0.0,4,0,21,33,63.6,2,47,7,1,4,Match Report,Luiz Araújo
Sat,MLS,Regular Season,Away,D 2–2,Atlanta Utd,Nashville,Y,"RW,WB,LW",90,0,0,0,0,3,0,0,0,60,13,3,0,2,0.2,0.2,0.1,2,0,32,47,68.1,1,50,11,2,5,Match Report,Luiz Araújo
Sat,MLS,Regular Season,Home,L 1–2,Atlanta Utd,Columbus Crew,Y,"RW,CM,WB",90,0,0,0,0,4,1,0,0,65,10,2,0,1,0.3,0.3,0.3,6,0,29,49,59.2,9,65,11,7,12,Match Report,Luiz Araújo
Sun,MLS,Regular Season,Home,W 2–0,Atlanta Utd,Inter Miami,Y,RW,84,1,1,0,0,5,2,0,0,58,11,2,1,2,0.3,0.3,0.5,6,1,35,41,85.4,4,41,7,0,2,Match Report,Luiz Araújo
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Toronto FC,Y,RW,80,1,0,0,0,4,1,1,0,46,9,4,2,0,0.4,0.4,0.0,7,1,19,28,67.9,1,32,11,2,3,Match Report,Luiz Araújo
Thu,MLS,Regular Season,Away,L 1–2,Atlanta Utd,NY Red Bulls,Y,FW,90,0,0,0,0,3,1,0,0,42,20,1,1,1,0.3,0.3,0.1,3,0,21,28,75.0,4,33,9,4,8,Match Report,Luiz Araújo
Sun,MLS,Regular Season,Away,D 2–2,Atlanta Utd,NYCFC,Y,"RW,RM",90,0,0,0,0,5,4,1,0,61,17,2,1,2,0.3,0.3,0.6,7,1,32,37,86.5,5,54,16,3,8,Match Report,Luiz Araújo
Sat,MLS,Regular Season,Home,L 0–3,Atlanta Utd,Austin FC,Y,"RW,LW",90,0,0,0,0,3,1,1,0,50,19,2,0,1,0.4,0.4,0.2,6,0,27,34,79.4,3,41,11,3,4,Match Report,Luiz Araújo
,,,,,,,,,,Luiz Araújo
Sun,MLS,Regular Season,Home,D 1–1,Atlanta Utd,Orlando City,Y,"RW,RM,WB",90,0,0,0,0,1,1,1,0,61,10,2,0,0,0.4,0.4,0.2,4,0,34,49,69.4,2,49,11,8,9,Match Report,Luiz Araújo
Sun,MLS,Regular Season,Home,W 3–1,Atlanta Utd,Sporting KC,Y,LB,90,0,0,0,0,0,0,1,0,51,14,5,1,2,0.0,0.0,0.0,0,0,28,38,73.7,4,32,3,0,1,Match Report,Andrew Gutman
Sat,MLS,Regular Season,Away,L 0–3,Atlanta Utd,Colorado Rapids,Y,LB,90,0,0,0,0,1,0,0,0,40,11,1,1,2,0.1,0.1,0.0,1,0,25,29,86.2,4,28,0,1,3,Match Report,Andrew Gutman
Sun,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Charlotte FC,Y,LB,90,0,0,0,0,2,1,0,0,58,12,5,2,1,0.2,0.2,0.0,2,0,32,45,71.1,3,40,7,2,2,Match Report,Andrew Gutman
Sat,MLS,Regular Season,Home,D 3–3,Atlanta Utd,CF Montréal,Y,"LB,CB",90,0,0,0,0,1,0,1,0,51,10,1,1,2,0.1,0.1,0.0,1,0,29,41,70.7,2,36,2,0,1,Match Report,Andrew Gutman
Sat,MLS,Regular Season,Away,W 1–0,Atlanta Utd,D.C. United,Y,"LB,WB",90,0,0,0,0,1,0,0,0,63,15,2,1,2,0.0,0.0,0.0,2,0,39,52,75.0,2,41,4,4,4,Match Report,Andrew Gutman
Sun,MLS,Regular Season,Away,L 0–1,Atlanta Utd,Charlotte FC,Y,"WB,LB",90,0,0,0,0,2,1,0,0,77,24,7,4,2,0.1,0.1,0.1,4,0,45,56,80.4,1,48,5,1,3,Match Report,Andrew Gutman
Sat,MLS,Regular Season,Home,D 0–0,Atlanta Utd,FC Cincinnati,Y,LB,90,0,0,0,0,3,1,0,0,84,10,4,1,4,0.7,0.7,0.1,5,0,52,68,76.5,4,50,5,0,0,Match Report,Andrew Gutman
Sun,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Inter Miami,Y,LB,75,0,0,0,0,1,1,0,0,55,14,3,0,0,0.1,0.1,0.0,0,0,40,47,85.1,1,35,4,2,2,Match Report,Andrew Gutman
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,CF Montréal,Y,LB,90,0,0,0,0,1,1,0,0,54,15,3,4,4,0.0,0.0,0.0,1,0,30,38,78.9,3,27,3,1,1,Match Report,Andrew Gutman
Sat,MLS,Regular Season,Home,W 4–1,Atlanta Utd,Chicago Fire,Y,LB,66,0,0,0,0,2,1,0,0,34,10,1,2,2,0.2,0.2,0.1,1,0,23,27,85.2,1,25,1,1,2,Match Report,Andrew Gutman
Sun,MLS,Regular Season,Home,D 2–2,Atlanta Utd,New England,Y,LB,90,0,0,0,0,1,0,1,0,60,18,2,1,1,0.0,0.0,0.0,1,0,40,47,85.1,2,33,4,0,1,Match Report,Andrew Gutman
Sat,MLS,Regular Season,Away,D 2–2,Atlanta Utd,Nashville,Y,LB,45,0,0,0,0,0,0,0,0,23,9,0,1,2,0.0,0.0,0.0,1,0,14,18,77.8,2,15,2,0,0,Match Report,Andrew Gutman
Sun,MLS,Regular Season,Home,W 3–1,Atlanta Utd,Sporting KC,Y,CM,74,0,0,0,0,0,0,0,0,51,20,3,1,2,0.0,0.0,0.0,2,0,33,39,84.6,5,33,3,1,1,Match Report,Amar Sejdic
Sat,MLS,Regular Season,Away,L 0–3,Atlanta Utd,Colorado Rapids,Y,CM,71,0,0,0,0,0,0,0,0,50,10,2,0,3,0.0,0.0,0.0,1,0,36,43,83.7,2,28,5,0,1,Match Report,Amar Sejdic
Sun,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Charlotte FC,Y,CM,55,0,0,0,0,1,0,0,0,33,9,3,2,0,0.1,0.1,0.0,1,0,26,29,89.7,1,21,1,0,0,Match Report,Amar Sejdic
Sat,MLS,Regular Season,Home,D 3–3,Atlanta Utd,CF Montréal,N,"On matchday squad, but did not play",Match Report,Amar Sejdic
Sat,MLS,Regular Season,Away,W 1–0,Atlanta Utd,D.C. United,N,"On matchday squad, but did not play",Match Report,Amar Sejdic
Sun,MLS,Regular Season,Away,L 0–1,Atlanta Utd,Charlotte FC,Y,DM,59,0,0,0,0,0,0,0,0,34,21,2,0,2,0.0,0.0,0.1,2,0,24,27,88.9,1,28,2,1,1,Match Report,Amar Sejdic
Sat,MLS,Regular Season,Home,D 0–0,Atlanta Utd,FC Cincinnati,Y,DM,79,0,0,0,0,2,0,1,0,60,14,2,0,0,0.0,0.0,0.0,1,0,47,52,90.4,7,49,5,3,5,Match Report,Amar Sejdic
Sun,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Inter Miami,Y,DM,75,0,0,0,0,0,0,0,0,58,19,0,2,1,0.0,0.0,0.0,2,0,48,53,90.6,4,39,4,0,0,Match Report,Amar Sejdic
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,CF Montréal,N,"On matchday squad, but did not play",Match Report,Amar Sejdic
Sat,MLS,Regular Season,Home,W 4–1,Atlanta Utd,Chicago Fire,N,"On matchday squad, but did not play",Match Report,Amar Sejdic
Sun,MLS,Regular Season,Home,D 2–2,Atlanta Utd,New England,N,"On matchday squad, but did not play",Match Report,Amar Sejdic
Sat,MLS,Regular Season,Away,D 2–2,Atlanta Utd,Nashville,N,AM,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Match Report,Amar Sejdic
Sat,MLS,Regular Season,Home,L 1–2,Atlanta Utd,Columbus Crew,N,"On matchday squad, but did not play",Match Report,Amar Sejdic
Sun,MLS,Regular Season,Home,W 2–0,Atlanta Utd,Inter Miami,N,"DM,AM",13,0,0,0,0,0,0,0,0,24,9,1,0,1,0.0,0.0,0.0,0,0,21,22,95.5,1,20,1,0,0,Match Report,Amar Sejdic
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Toronto FC,N,DM,9,0,0,0,0,1,1,0,0,22,1,0,0,0,0.0,0.0,0.0,1,0,17,21,81.0,4,13,2,0,0,Match Report,Amar Sejdic
Thu,MLS,Regular Season,Away,L 1–2,Atlanta Utd,NY Red Bulls,Y,CM,72,0,0,0,0,0,0,1,0,48,12,2,1,1,0.0,0.0,0.0,0,0,32,39,82.1,2,28,3,0,0,Match Report,Amar Sejdic
Sun,MLS,Regular Season,Away,D 2–2,Atlanta Utd,NYCFC,Y,DM,66,0,0,0,0,0,0,0,0,58,13,2,0,4,0.0,0.0,0.0,0,0,37,44,84.1,4,39,0,0,2,Match Report,Amar Sejdic
Sat,MLS,Regular Season,Home,L 0–3,Atlanta Utd,Austin FC,N,"On matchday squad, but did not play",Match Report,Amar Sejdic
Wed,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Real Salt Lake,Y,"DM,AM",81,0,0,0,0,0,0,0,0,58,18,3,4,1,0.0,0.0,0.0,1,0,46,49,93.9,2,38,3,0,0,Match Report,Amar Sejdic
Sun,MLS,Regular Season,Home,D 1–1,Atlanta Utd,Orlando City,Y,DM,59,0,0,0,0,1,0,1,0,47,10,0,0,1,0.0,0.0,0.0,0,0,33,43,76.7,3,34,3,0,0,Match Report,Amar Sejdic
Thu,WCQ,WCQ — CONMEBOL (M),Away,L 1–3,ve Venezuela,bo Bolivia,N,,28,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Josef Martínez
Tue,WCQ,WCQ — CONMEBOL (M),Home,D 0–0,ve Venezuela,uy Uruguay,Y,FW,78,0,0,0,0,3,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Josef Martínez
,,,,,,,,,,Josef Martínez
Thu,WCQ,WCQ — CONMEBOL (M),Home,L 1–3,ve Venezuela,ar Argentina,Y,FW,66,0,0,0,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Josef Martínez
Sun,WCQ,WCQ — CONMEBOL (M),Away,L 0–1,ve Venezuela,pe Peru,N,"On matchday squad, but did not play",Match Report,Josef Martínez
Thu,WCQ,WCQ — CONMEBOL (M),Away,L 1–2,ve Venezuela,py Paraguay,N,,33,0,0,0,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Josef Martínez
,,,,,,,,,,Josef Martínez
Fri,WCQ,WCQ — CONMEBOL (M),Home,W 4–1,ve Venezuela,bo Bolivia,N,,21,0,0,0,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Josef Martínez
Tue,WCQ,WCQ — CONMEBOL (M),Away,L 1–4,ve Venezuela,uy Uruguay,N,,45,1,0,0,0,3,2,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Josef Martínez
Sun,MLS,Regular Season,Home,W 3–1,Atlanta Utd,Sporting KC,Y,FW,74,0,2,0,0,1,0,0,0,26,11,1,0,0,0.2,0.2,0.7,3,2,12,18,66.7,3,13,3,0,0,Match Report,Josef Martínez
Sat,MLS,Regular Season,Away,L 0–3,Atlanta Utd,Colorado Rapids,Y,FW,90,0,0,0,0,1,1,0,0,28,9,0,0,1,0.0,0.0,0.1,3,0,16,19,84.2,1,17,2,0,0,Match Report,Josef Martínez
Sun,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Charlotte FC,Y,FW,90,1,0,1,1,3,3,0,0,19,12,0,1,0,1.1,0.3,0.1,3,0,9,11,81.8,2,11,2,0,1,Match Report,Josef Martínez
Sat,MLS,Regular Season,Home,D 3–3,Atlanta Utd,CF Montréal,Y,FW,90,1,0,0,0,2,1,0,0,24,15,0,0,0,0.6,0.6,0.0,1,1,15,19,78.9,1,16,2,0,0,Match Report,Josef Martínez
Fri,WCQ,WCQ — CONMEBOL (M),Away,L 0–3,ve Venezuela,ar Argentina,Y,FW,61,0,0,0,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Josef Martínez
Tue,WCQ,WCQ — CONMEBOL (M),Home,L 0–1,ve Venezuela,co Colombia,N,"On matchday squad, but did not play",Match Report,Josef Martínez
Sat,MLS,Regular Season,Away,W 1–0,Atlanta Utd,D.C. United,Y,FW,61,0,0,0,0,2,0,0,0,15,3,0,0,1,0.1,0.1,0.0,0,0,7,9,77.8,0,9,0,0,1,Match Report,Josef Martínez
,,,,,,,,,,Josef Martínez
Sat,MLS,Regular Season,Home,L 1–2,Atlanta Utd,Columbus Crew,N,FW,45,0,0,0,0,0,0,0,0,10,2,1,0,0,0.0,0.0,0.1,2,0,9,10,90.0,0,7,1,0,0,Match Report,Josef Martínez
Sun,MLS,Regular Season,Home,W 2–0,Atlanta Utd,Inter Miami,Y*,FW,90,1,1,0,0,3,2,0,0,46,6,0,1,0,0.4,0.4,0.1,7,2,34,38,89.5,2,37,4,1,1,Match Report,Josef Martínez
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Toronto FC,Y*,FW,90,0,0,0,0,1,0,0,0,22,3,0,0,0,0.1,0.1,0.1,2,0,12,15,80.0,4,13,0,0,0,Match Report,Josef Martínez
Thu,MLS,Regular Season,Away,L 1–2,Atlanta Utd,NY Red Bulls,N,FW,28,1,0,0,0,2,1,0,0,6,1,0,0,0,0.7,0.7,0.0,0,0,1,2,50.0,0,3,1,0,0,Match Report,Josef Martínez
Sun,MLS,Regular Season,Away,D 2–2,Atlanta Utd,NYCFC,Y*,FW,90,1,0,0,0,4,2,0,0,19,3,0,0,0,0.6,0.6,0.2,3,0,13,13,100.0,2,10,2,0,0,Match Report,Josef Martínez
Sat,MLS,Regular Season,Home,L 0–3,Atlanta Utd,Austin FC,Y*,FW,90,0,0,0,0,3,2,0,0,20,2,0,0,0,0.3,0.3,0.4,3,0,11,15,73.3,1,9,2,0,0,Match Report,Josef Martínez
Wed,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Real Salt Lake,N,FW,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,1,5,0,0,0,Match Report,Josef Martínez
Sun,MLS,Regular Season,Home,D 1–1,Atlanta Utd,Orlando City,N,FW,31,0,0,0,0,5,0,0,0,17,1,0,0,0,0.8,0.8,0.0,2,0,6,6,100.0,0,5,2,0,0,Match Report,Josef Martínez
Sun,MLS,Regular Season,Home,W 3–1,Atlanta Utd,Sporting KC,N,LW,16,1,0,0,0,1,1,0,0,9,4,1,0,1,0.4,0.4,0.2,1,0,1,4,25.0,1,5,2,0,1,Match Report,Caleb Wiley
Sat,MLS,Regular Season,Away,L 0–3,Atlanta Utd,Colorado Rapids,N,DM,27,0,0,0,0,0,0,0,0,9,2,0,0,1,0.0,0.0,0.0,0,0,5,5,100.0,0,5,0,0,1,Match Report,Caleb Wiley
Sun,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Charlotte FC,N,"On matchday squad, but did not play",Match Report,Caleb Wiley
Sat,MLS,Regular Season,Home,D 3–3,Atlanta Utd,CF Montréal,N,"On matchday squad, but did not play",Match Report,Caleb Wiley
Sat,MLS,Regular Season,Away,W 1–0,Atlanta Utd,D.C. United,N,"On matchday squad, but did not play",Match Report,Caleb Wiley
Sun,MLS,Regular Season,Away,L 0–1,Atlanta Utd,Charlotte FC,N,LW,10,0,0,0,0,1,0,0,0,5,4,0,0,0,0.1,0.1,0.0,1,0,2,3,66.7,1,3,0,0,0,Match Report,Caleb Wiley
Sat,MLS,Regular Season,Home,D 0–0,Atlanta Utd,FC Cincinnati,Y,LW,73,0,0,0,0,1,0,0,0,49,5,1,0,3,0.1,0.1,0.7,5,0,29,37,78.4,2,34,4,2,2,Match Report,Caleb Wiley
Sun,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Inter Miami,Y,LW,61,0,0,0,0,0,0,0,0,39,12,3,2,1,0.0,0.0,0.1,4,0,23,29,79.3,2,23,7,0,1,Match Report,Caleb Wiley
,,,,,,,,,,Caleb Wiley
Sat,MLS,Regular Season,Home,W 4–1,Atlanta Utd,Chicago Fire,N,LB,14,0,0,0,0,0,0,0,0,9,0,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,0,6,0,0,0,Match Report,Caleb Wiley
,,,,,,,,,,Caleb Wiley
Sun,MLS,Regular Season,Home,W 2–0,Atlanta Utd,Inter Miami,Y,LB,84,0,0,0,0,3,1,0,0,56,14,3,4,0,0.7,0.7,0.0,2,1,34,46,73.9,5,39,9,0,0,Match Report,Caleb Wiley
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Toronto FC,Y,LB,90,0,0,0,0,0,0,0,0,68,10,3,3,0,0.0,0.0,0.1,2,0,46,58,79.3,1,43,6,0,0,Match Report,Caleb Wiley
Thu,MLS,Regular Season,Away,L 1–2,Atlanta Utd,NY Red Bulls,Y,WB,90,0,0,0,0,0,0,0,0,70,16,1,1,3,0.0,0.0,0.0,2,0,39,50,78.0,4,49,4,6,11,Match Report,Caleb Wiley
Sun,MLS,Regular Season,Away,D 2–2,Atlanta Utd,NYCFC,Y,LB,73,0,0,0,0,0,0,0,0,43,8,3,2,4,0.0,0.0,0.1,1,0,26,34,76.5,2,25,1,0,0,Match Report,Caleb Wiley
Sat,MLS,Regular Season,Home,L 0–3,Atlanta Utd,Austin FC,Y,LB,90,0,0,0,0,1,0,0,0,67,9,3,0,1,0.1,0.1,0.1,1,0,44,53,83.0,1,33,1,1,4,Match Report,Caleb Wiley
Wed,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Real Salt Lake,Y,WB,90,0,0,0,0,0,0,0,0,34,3,1,2,1,0.0,0.0,0.1,2,0,20,28,71.4,1,20,9,0,0,Match Report,Caleb Wiley
Sun,MLS,Regular Season,Home,D 1–1,Atlanta Utd,Orlando City,Y,"WB,LB",90,0,0,0,0,0,0,0,0,58,14,3,1,1,0.0,0.0,0.0,1,1,45,53,84.9,5,41,7,1,1,Match Report,Caleb Wiley
Sat,MLS,Regular Season,Away,W 1–0,Atlanta Utd,D.C. United,N,DM,29,0,0,0,0,1,0,0,0,29,12,3,0,0,0.0,0.0,0.0,0,0,16,21,76.2,0,22,2,0,0,Match Report,Franco Ibarra
Sun,MLS,Regular Season,Away,L 0–1,Atlanta Utd,Charlotte FC,N,DM,31,0,0,0,0,1,0,1,0,21,20,1,1,1,0.0,0.0,0.0,1,0,12,15,80.0,2,16,5,1,2,Match Report,Franco Ibarra
Sat,MLS,Regular Season,Home,D 0–0,Atlanta Utd,FC Cincinnati,N,"On matchday squad, but did not play",Match Report,Franco Ibarra
Sun,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Inter Miami,N,"On matchday squad, but did not play",Match Report,Franco Ibarra
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,CF Montréal,Y,DM,84,0,0,0,0,0,0,1,0,40,23,1,1,0,0.0,0.0,0.0,1,0,28,35,80.0,3,29,4,0,0,Match Report,Franco Ibarra
Sat,MLS,Regular Season,Home,W 4–1,Atlanta Utd,Chicago Fire,Y,DM,80,0,0,0,0,0,0,0,0,62,13,4,3,1,0.0,0.0,0.0,3,1,41,49,83.7,5,48,2,0,0,Match Report,Franco Ibarra
Sun,MLS,Regular Season,Home,D 2–2,Atlanta Utd,New England,Y,DM,90,0,0,0,0,2,0,0,0,64,20,5,3,0,0.0,0.0,0.1,6,0,43,48,89.6,5,44,6,0,1,Match Report,Franco Ibarra
Sat,MLS,Regular Season,Away,D 2–2,Atlanta Utd,Nashville,Y,DM,73,0,0,0,0,0,0,1,0,48,13,2,2,2,0.0,0.0,0.0,3,0,32,39,82.1,1,32,2,0,1,Match Report,Franco Ibarra
Sat,MLS,Regular Season,Home,L 1–2,Atlanta Utd,Columbus Crew,Y,DM,67,0,0,0,0,1,0,1,0,48,17,4,0,0,0.0,0.0,0.0,2,0,36,43,83.7,1,36,6,0,0,Match Report,Franco Ibarra
Sun,MLS,Regular Season,Home,W 2–0,Atlanta Utd,Inter Miami,Y,DM,77,0,0,0,0,1,0,0,0,67,18,3,3,2,0.0,0.0,0.0,1,0,47,58,81.0,2,44,1,0,1,Match Report,Franco Ibarra
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Toronto FC,Y,DM,63,0,1,0,0,1,0,0,0,42,12,0,2,1,0.1,0.1,0.3,3,1,24,31,77.4,2,23,1,0,1,Match Report,Franco Ibarra
Thu,MLS,Regular Season,Away,L 1–2,Atlanta Utd,NY Red Bulls,Y,CM,89,0,0,0,0,0,0,1,0,55,17,6,0,0,0.0,0.0,0.1,1,0,33,42,78.6,1,35,3,0,1,Match Report,Franco Ibarra
,,,,,,,,,,Franco Ibarra
Sat,MLS,Regular Season,Home,L 0–3,Atlanta Utd,Austin FC,Y,DM,66,0,0,0,0,1,0,0,0,43,17,0,2,2,0.1,0.1,0.0,1,0,32,38,84.2,3,29,2,0,0,Match Report,Franco Ibarra
Wed,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Real Salt Lake,N,DM,20,0,0,0,0,0,0,0,0,13,4,0,0,0,0.0,0.0,0.0,0,0,11,12,91.7,0,9,0,1,1,Match Report,Franco Ibarra
Sun,MLS,Regular Season,Home,D 1–1,Atlanta Utd,Orlando City,N,"On matchday squad, but did not play",Match Report,Franco Ibarra
Thu,WCQ,Third round,Away,D 0–0,us United States,sv El Salvador,Y,,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report,Miles Robinson
Sun,WCQ,Third round,Home,D 1–1,us United States,ca Canada,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report,Miles Robinson
Wed,WCQ,Third round,Away,W 4–1,us United States,hn Honduras,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report,Miles Robinson
Thu,WCQ,Third round,Home,W 2–0,us United States,jm Jamaica,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report,Miles Robinson
Sun,WCQ,Third round,Away,L 0–1,us United States,pa Panama,N,"On matchday squad, but did not play",Match Report,Miles Robinson
Wed,WCQ,Third round,Home,W 2–1,us United States,cr Costa Rica,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report,Miles Robinson
Fri,WCQ,Third round,Home,W 2–0,us United States,mx Mexico,Y,LB,88,0,0,0,0,,,2,1,,,,,,,,,,,,,,,,,,,Match Report,Miles Robinson
,,,,,,,,,,Miles Robinson
Thu,WCQ,Third round,Home,W 1–0,us United States,sv El Salvador,N,"On matchday squad, but did not play",Match Report,Miles Robinson
Sun,WCQ,Third round,Away,L 0–2,us United States,ca Canada,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report,Miles Robinson
Wed,WCQ,Third round,Home,W 3–0,us United States,hn Honduras,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report,Miles Robinson
Sun,MLS,Regular Season,Home,W 3–1,Atlanta Utd,Sporting KC,Y,CB,90,0,0,0,0,0,0,1,0,49,9,1,1,5,0.0,0.0,0.0,0,0,30,36,83.3,3,25,2,0,0,Match Report,Miles Robinson
